month,class,geometry
Apr,background,"c(-72.9996229115082, 39.1264887326998)"
Apr,background,"c(-69.9558632640676, 42.6638310256713)"
Apr,background,"c(-69.7090719413021, 43.3219412197125)"
Apr,background,"c(-68.7219066502403, 41.9234570573749)"
Apr,background,"c(-69.7090719413021, 43.0751498969471)"
Apr,background,"c(-68.8864341987506, 42.3347759286507)"
Apr,background,"c(-66.9943673908821, 44.144578962264)"
Apr,background,"c(-68.8864341987506, 41.2653468633337)"
Apr,background,"c(-68.8041704244955, 41.7589295088646)"
Apr,background,"c(-71.27208365215, 41.1830830890786)"
Apr,background,"c(-68.8864341987506, 42.8283585741816)"
Apr,background,"c(-68.7219066502403, 42.4170397029058)"
Apr,background,"c(-69.5445443927918, 41.6766657346095)"
Apr,background,"c(-70.0381270383227, 42.3347759286507)"
Apr,background,"c(-70.4494459095985, 42.0879846058852)"
Apr,background,"c(-70.1203908125779, 42.1702483801404)"
Apr,background,"c(-72.4237764917221, 39.9491264752513)"
Apr,background,"c(-72.1769851689567, 39.4555438297204)"
Apr,background,"c(-69.0509617472609, 42.9106223484367)"
Apr,background,"c(-68.1460602304543, 43.4864687682228)"
Apr,background,"c(-66.3362571968409, 42.1702483801404)"
Apr,background,"c(-69.7090719413021, 42.0057208316301)"
Apr,background,"c(-70.2849183610882, 40.6072366692925)"
Apr,background,"c(-70.3671821353433, 40.7717642178028)"
Apr,background,"c(-71.7656662976809, 40.6895004435477)"
Apr,background,"c(-71.6011387491706, 40.2781815722719)"
Apr,background,"c(-70.3671821353433, 42.0057208316301)"
Apr,background,"c(-67.4056862621579, 41.1008193148234)"
Apr,background,"c(-69.1332255215161, 43.0751498969471)"
Apr,background,"c(-68.8864341987506, 42.0057208316301)"
Apr,background,"c(-72.2592489432118, 39.3732800554653)"
Apr,background,"c(-69.4622806185367, 42.0057208316301)"
Apr,background,"c(-69.8735994898124, 42.1702483801404)"
Apr,background,"c(-72.4237764917221, 40.5249728950374)"
Apr,background,"c(-70.0381270383227, 42.9928861226919)"
Apr,background,"c(-70.4494459095985, 41.1008193148234)"
Apr,background,"c(-68.8041704244955, 42.3347759286507)"
Apr,background,"c(-68.4751153274749, 41.5944019603543)"
Apr,background,"c(-72.0947213947015, 39.8668627009962)"
Apr,background,"c(-69.626808167047, 42.0057208316301)"
Apr,background,"c(-68.6396428759852, 41.2653468633337)"
Apr,background,"c(-72.6705678144876, 38.9619611841895)"
Apr,background,"c(-69.3800168442815, 42.6638310256713)"
Apr,background,"c(-71.9301938461912, 39.8668627009962)"
Apr,background,"c(-71.1898198778948, 40.6072366692925)"
Apr,background,"c(-73.2464142342736, 38.9619611841895)"
Apr,background,"c(-68.55737910173, 41.5944019603543)"
Apr,background,"c(-69.7090719413021, 42.0879846058852)"
Apr,background,"c(-68.2283240047094, 43.4864687682228)"
Apr,background,"c(-69.626808167047, 42.8283585741816)"
Apr,background,"c(-67.8992689076888, 43.1574136712022)"
Apr,background,"c(-68.8864341987506, 42.0879846058852)"
Apr,background,"c(-70.0381270383227, 40.4427091207822)"
Apr,background,"c(-67.981532681944, 42.2525121543955)"
Apr,background,"c(-71.3543474264052, 39.9491264752513)"
Apr,background,"c(-71.5188749749155, 40.854027992058)"
Apr,background,"c(-69.3800168442815, 41.7589295088646)"
Apr,background,"c(-69.626808167047, 40.7717642178028)"
Apr,background,"c(-71.5188749749155, 39.8668627009962)"
Apr,background,"c(-69.2977530700264, 41.429874411844)"
Apr,background,"c(-71.6834025234258, 39.7023351524859)"
Apr,background,"c(-72.2592489432118, 39.9491264752513)"
Apr,background,"c(-71.4366112006603, 39.6200713782307)"
Apr,background,"c(-68.4751153274749, 43.8977876394986)"
Apr,background,"c(-69.0509617472609, 41.9234570573749)"
Apr,background,"c(-67.8992689076888, 42.9106223484367)"
Apr,background,"c(-68.2283240047094, 42.6638310256713)"
Apr,background,"c(-70.1203908125779, 42.0057208316301)"
Apr,background,"c(-70.7785010066191, 40.3604453465271)"
Apr,background,"c(-66.9943673908821, 42.3347759286507)"
Apr,background,"c(-69.4622806185367, 42.1702483801404)"
Apr,background,"c(-69.2977530700264, 41.1008193148234)"
Apr,background,"c(-69.626808167047, 42.7460947999264)"
Apr,background,"c(-70.2849183610882, 41.9234570573749)"
Apr,background,"c(-68.1460602304543, 43.8155238652434)"
Apr,background,"c(-68.55737910173, 42.2525121543955)"
Apr,background,"c(-68.4751153274749, 43.1574136712022)"
Apr,background,"c(-66.7475760681167, 44.8026891563052)"
Apr,background,"c(-66.1717296483306, 42.2525121543955)"
Apr,background,"c(-68.6396428759852, 42.499303477161)"
Apr,background,"c(-70.0381270383227, 42.6638310256713)"
Apr,background,"c(-68.4751153274749, 43.7332600909883)"
Apr,background,"c(-68.8864341987506, 42.499303477161)"
Apr,background,"c(-69.5445443927918, 40.9362917663131)"
Apr,background,"c(-68.2283240047094, 42.0879846058852)"
Apr,background,"c(-68.9686979730058, 42.0057208316301)"
Apr,background,"c(-71.4366112006603, 40.3604453465271)"
Apr,background,"c(-71.7656662976809, 39.3732800554653)"
Apr,background,"c(-70.9430285551294, 39.6200713782307)"
Apr,background,"c(-69.1332255215161, 41.1830830890786)"
Apr,background,"c(-67.4056862621579, 41.5121381860992)"
Apr,background,"c(-69.2154892957712, 41.1008193148234)"
Apr,background,"c(-70.9430285551294, 41.1830830890786)"
Apr,background,"c(-72.0947213947015, 40.854027992058)"
Apr,background,"c(-67.2411587136476, 42.2525121543955)"
Apr,background,"c(-66.4185209710961, 44.7204253820501)"
Apr,background,"c(-68.4751153274749, 43.4042049939677)"
Apr,background,"c(-69.7090719413021, 42.2525121543955)"
Apr,background,"c(-70.6962372323639, 42.4170397029058)"
Apr,background,"c(-68.0637964561991, 43.8977876394986)"
Apr,background,"c(-68.55737910173, 42.499303477161)"
Apr,background,"c(-71.6011387491706, 39.7023351524859)"
Apr,background,"c(-72.0124576204464, 39.7023351524859)"
Apr,background,"c(-69.9558632640676, 42.1702483801404)"
Apr,background,"c(-72.0947213947015, 40.5249728950374)"
Apr,background,"c(-72.0124576204464, 40.6072366692925)"
Apr,background,"c(-65.4313556800343, 41.9234570573749)"
Apr,background,"c(-69.5445443927918, 43.2396774454574)"
Apr,background,"c(-67.3234224879028, 43.9800514137537)"
Apr,background,"c(-68.3105877789646, 41.9234570573749)"
Apr,background,"c(-69.7090719413021, 40.1959177980168)"
Apr,background,"c(-69.0509617472609, 41.6766657346095)"
Apr,background,"c(-69.0509617472609, 43.1574136712022)"
Apr,background,"c(-69.7913357155573, 42.2525121543955)"
Apr,background,"c(-68.55737910173, 41.429874411844)"
Apr,background,"c(-71.0252923293846, 39.6200713782307)"
Apr,background,"c(-70.9430285551294, 41.1008193148234)"
Apr,background,"c(-69.5445443927918, 42.3347759286507)"
Apr,background,"c(-68.8041704244955, 43.8155238652434)"
Apr,background,"c(-69.1332255215161, 41.8411932831198)"
Apr,background,"c(-70.1203908125779, 42.7460947999264)"
Apr,background,"c(-70.4494459095985, 42.7460947999264)"
Apr,background,"c(-72.0947213947015, 40.7717642178028)"
Apr,background,"c(-67.2411587136476, 41.9234570573749)"
Apr,background,"c(-68.9686979730058, 41.2653468633337)"
Apr,background,"c(-69.626808167047, 42.9928861226919)"
Apr,background,"c(-67.8992689076888, 42.8283585741816)"
Apr,background,"c(-73.2464142342736, 39.1264887326998)"
Apr,background,"c(-68.2283240047094, 43.8977876394986)"
Apr,background,"c(-70.1203908125779, 43.3219412197125)"
Apr,background,"c(-69.2977530700264, 42.499303477161)"
Apr,background,"c(-72.0947213947015, 39.6200713782307)"
Apr,background,"c(-68.8041704244955, 42.499303477161)"
Apr,background,"c(-71.9301938461912, 40.6895004435477)"
Apr,background,"c(-67.1588949393925, 43.9800514137537)"
Apr,background,"c(-69.0509617472609, 42.9928861226919)"
Apr,background,"c(-67.7347413591785, 43.8155238652434)"
Apr,background,"c(-68.7219066502403, 41.1830830890786)"
Apr,background,"c(-71.6011387491706, 39.8668627009962)"
Apr,background,"c(-72.7528315887427, 39.7023351524859)"
Apr,background,"c(-67.2411587136476, 42.3347759286507)"
Apr,background,"c(-69.7090719413021, 42.5815672514161)"
Apr,background,"c(-69.0509617472609, 41.7589295088646)"
Apr,background,"c(-68.8041704244955, 41.2653468633337)"
Apr,background,"c(-72.5060402659773, 39.6200713782307)"
Apr,background,"c(-69.4622806185367, 43.1574136712022)"
Apr,background,"c(-67.2411587136476, 44.3091065107743)"
Apr,background,"c(-65.4313556800343, 42.8283585741816)"
Apr,background,"c(-68.4751153274749, 42.0057208316301)"
Apr,background,"c(-68.6396428759852, 41.8411932831198)"
Apr,background,"c(-71.27208365215, 40.0313902495065)"
Apr,background,"c(-71.3543474264052, 40.0313902495065)"
Apr,background,"c(-69.1332255215161, 40.1959177980168)"
Apr,background,"c(-68.3928515532197, 43.4042049939677)"
Apr,background,"c(-68.7219066502403, 42.499303477161)"
Apr,background,"c(-69.1332255215161, 42.0879846058852)"
Apr,background,"c(-68.9686979730058, 42.9928861226919)"
Apr,background,"c(-69.5445443927918, 42.9928861226919)"
Apr,background,"c(-69.4622806185367, 41.9234570573749)"
Apr,background,"c(-68.7219066502403, 41.5121381860992)"
Apr,background,"c(-68.3928515532197, 41.7589295088646)"
Apr,background,"c(-71.5188749749155, 40.3604453465271)"
Apr,background,"c(-70.7785010066191, 40.854027992058)"
Apr,background,"c(-71.9301938461912, 39.5378076039756)"
Apr,background,"c(-67.7347413591785, 43.8977876394986)"
Apr,background,"c(-72.4237764917221, 39.6200713782307)"
Apr,background,"c(-67.4056862621579, 44.144578962264)"
Apr,background,"c(-68.6396428759852, 42.0057208316301)"
Apr,background,"c(-69.0509617472609, 43.0751498969471)"
Apr,background,"c(-69.1332255215161, 42.7460947999264)"
Apr,background,"c(-68.9686979730058, 39.784598926741)"
Apr,background,"c(-68.3105877789646, 42.0057208316301)"
Apr,background,"c(-71.8479300719361, 39.6200713782307)"
Apr,background,"c(-69.5445443927918, 42.0879846058852)"
Apr,background,"c(-72.0124576204464, 39.3732800554653)"
Apr,background,"c(-67.4056862621579, 44.2268427365192)"
Apr,background,"c(-68.55737910173, 43.1574136712022)"
Apr,background,"c(-72.341512717467, 40.1959177980168)"
Apr,background,"c(-68.2283240047094, 41.5944019603543)"
Apr,background,"c(-69.2154892957712, 41.0185555405683)"
Apr,background,"c(-70.3671821353433, 43.0751498969471)"
Apr,background,"c(-70.1203908125779, 42.9928861226919)"
Apr,background,"c(-67.981532681944, 42.499303477161)"
Apr,background,"c(-67.981532681944, 43.568732542478)"
Apr,background,"c(-72.341512717467, 39.6200713782307)"
Apr,background,"c(-67.4879500364131, 42.0879846058852)"
Apr,background,"c(-69.0509617472609, 41.5944019603543)"
Apr,background,"c(-71.5188749749155, 40.6895004435477)"
Apr,background,"c(-68.9686979730058, 43.0751498969471)"
Apr,background,"c(-67.5702138106682, 43.4042049939677)"
Apr,background,"c(-69.1332255215161, 42.1702483801404)"
Apr,background,"c(-65.4313556800343, 41.7589295088646)"
Apr,background,"c(-68.7219066502403, 42.0057208316301)"
Apr,background,"c(-69.9558632640676, 42.9928861226919)"
Apr,background,"c(-71.27208365215, 41.0185555405683)"
Apr,background,"c(-67.5702138106682, 43.1574136712022)"
Apr,background,"c(-68.55737910173, 42.1702483801404)"
Apr,background,"c(-72.341512717467, 39.2910162812101)"
Apr,background,"c(-69.3800168442815, 43.2396774454574)"
Apr,background,"c(-69.8735994898124, 41.7589295088646)"
Apr,background,"c(-67.0766311651373, 45.0494804790707)"
Apr,background,"c(-69.1332255215161, 41.429874411844)"
Apr,background,"c(-70.4494459095985, 42.2525121543955)"
Apr,background,"c(-67.3234224879028, 44.2268427365192)"
Apr,background,"c(-68.1460602304543, 43.0751498969471)"
Apr,background,"c(-67.0766311651373, 44.3091065107743)"
Apr,background,"c(-71.6834025234258, 39.5378076039756)"
Apr,background,"c(-68.6396428759852, 43.2396774454574)"
Apr,background,"c(-72.2592489432118, 40.3604453465271)"
Apr,background,"c(-69.3800168442815, 41.9234570573749)"
Apr,background,"c(-69.2154892957712, 43.1574136712022)"
Apr,background,"c(-68.4751153274749, 41.429874411844)"
Apr,background,"c(-68.55737910173, 41.5121381860992)"
Apr,background,"c(-67.2411587136476, 43.8977876394986)"
Apr,background,"c(-67.7347413591785, 40.3604453465271)"
Apr,background,"c(-67.7347413591785, 42.5815672514161)"
Apr,background,"c(-68.3105877789646, 42.9928861226919)"
Apr,background,"c(-72.1769851689567, 40.6895004435477)"
Apr,background,"c(-68.3928515532197, 42.4170397029058)"
Apr,background,"c(-70.5317096838536, 42.1702483801404)"
Apr,background,"c(-70.0381270383227, 42.5815672514161)"
Apr,background,"c(-69.1332255215161, 43.568732542478)"
Apr,background,"c(-70.2849183610882, 43.2396774454574)"
Apr,background,"c(-69.0509617472609, 42.2525121543955)"
Apr,background,"c(-69.0509617472609, 43.4864687682228)"
Apr,background,"c(-68.4751153274749, 43.3219412197125)"
Apr,background,"c(-67.7347413591785, 41.5121381860992)"
Apr,background,"c(-70.5317096838536, 42.9928861226919)"
Apr,background,"c(-72.5883040402324, 39.2910162812101)"
Apr,background,"c(-68.8041704244955, 40.854027992058)"
Apr,background,"c(-69.4622806185367, 41.429874411844)"
Apr,background,"c(-71.7656662976809, 39.7023351524859)"
Apr,background,"c(-69.3800168442815, 41.8411932831198)"
Apr,background,"c(-68.3928515532197, 43.1574136712022)"
Apr,background,"c(-67.8170051334337, 41.8411932831198)"
Apr,background,"c(-72.5060402659773, 39.4555438297204)"
Apr,background,"c(-69.2977530700264, 43.3219412197125)"
Apr,background,"c(-68.8864341987506, 42.9106223484367)"
Apr,background,"c(-69.4622806185367, 42.7460947999264)"
Apr,background,"c(-67.8992689076888, 42.2525121543955)"
Apr,background,"c(-72.341512717467, 39.5378076039756)"
Apr,background,"c(-67.5702138106682, 43.9800514137537)"
Apr,background,"c(-67.0766311651373, 43.4042049939677)"
Apr,background,"c(-67.8992689076888, 43.8977876394986)"
Apr,background,"c(-69.0509617472609, 42.1702483801404)"
Apr,background,"c(-72.1769851689567, 40.4427091207822)"
Apr,background,"c(-69.2154892957712, 43.568732542478)"
Apr,background,"c(-67.5702138106682, 44.2268427365192)"
Apr,background,"c(-67.8170051334337, 43.568732542478)"
Apr,background,"c(-70.0381270383227, 42.499303477161)"
Apr,background,"c(-67.5702138106682, 42.5815672514161)"
Apr,background,"c(-70.202654586833, 43.1574136712022)"
Apr,background,"c(-69.5445443927918, 41.5944019603543)"
Apr,background,"c(-72.4237764917221, 40.6895004435477)"
Apr,background,"c(-68.3928515532197, 41.5121381860992)"
May,presence,"c(-68.8504, 41.79488)"
May,presence,"c(-69.09826, 42.0891)"
May,presence,"c(-69.46793, 41.53004)"
May,presence,"c(-70.815888, 40.778034)"
May,presence,"c(-71.758707, 39.938685)"
May,presence,"c(-69.29711, 41.43078)"
May,presence,"c(-68.8245, 41.5895)"
May,presence,"c(-72.3611, 39.7335)"
May,presence,"c(-68.85883, 41.82783)"
May,presence,"c(-68.44351, 41.89476)"
May,presence,"c(-68.67824, 42.063)"
May,presence,"c(-68.67963, 42.32587)"
May,presence,"c(-67.96059, 42.51373)"
May,presence,"c(-69.11049, 41.85604)"
May,presence,"c(-70.1326, 42.71835)"
May,presence,"c(-69.62984, 41.67218)"
May,presence,"c(-71.7906, 39.7744)"
May,presence,"c(-71.542816, 40.244066)"
May,presence,"c(-68.6263, 41.80171)"
May,presence,"c(-69.89724, 42.41614)"
May,presence,"c(-69.43478, 42.85749)"
May,presence,"c(-68.83934, 41.55111)"
May,presence,"c(-68.47989, 42.38821)"
May,presence,"c(-71.6362, 39.6646)"
May,presence,"c(-72.5594, 39.4569)"
May,presence,"c(-71.40427, 40.362841)"
May,presence,"c(-68.61555, 42.28125)"
May,presence,"c(-69.3585, 41.5555)"
May,presence,"c(-69.01165, 41.84289)"
May,presence,"c(-68.92121, 42.0307)"
May,presence,"c(-71.945, 40.53)"
May,presence,"c(-69.139, 41.93733)"
May,presence,"c(-68.4335, 42.25483)"
May,presence,"c(-68.77833, 41.33183)"
May,presence,"c(-68.99309, 41.85092)"
May,presence,"c(-71.3911, 39.6557)"
May,presence,"c(-71.911, 40.1123)"
May,presence,"c(-68.5494, 41.75307)"
May,presence,"c(-71.19185, 40.137291)"
May,presence,"c(-69.19051, 41.38228)"
May,presence,"c(-70.00069, 42.38554)"
May,presence,"c(-69.12983, 41.97237)"
May,presence,"c(-71.916276, 39.849637)"
May,presence,"c(-70.86688, 41.17768)"
May,presence,"c(-68.980949, 41.884094)"
May,presence,"c(-68.18567, 40.76683)"
May,presence,"c(-67.87604, 41.95984)"
May,presence,"c(-65.595528, 41.410332)"
May,presence,"c(-71.1652, 40.043)"
May,presence,"c(-69.3745, 41.83617)"
May,presence,"c(-72.2235, 39.3531)"
May,presence,"c(-71.492573, 40.199006)"
May,presence,"c(-70.017, 43.033)"
May,presence,"c(-69.60147, 42.9729)"
May,presence,"c(-72.0006, 40.6672)"
May,presence,"c(-71.7616, 39.6989)"
May,presence,"c(-69.24457, 41.72246)"
May,presence,"c(-71.4239, 39.7445)"
May,presence,"c(-69.11199, 41.59311)"
May,presence,"c(-69.21035, 41.5484)"
May,presence,"c(-71.3658, 39.9129)"
May,presence,"c(-68.78, 42.23183)"
May,presence,"c(-71.8026, 40.1378)"
May,presence,"c(-68.5724, 42.43941)"
May,presence,"c(-71.843, 39.5861)"
May,presence,"c(-69.63351, 41.79783)"
May,presence,"c(-69.28822, 41.87349)"
May,presence,"c(-68.8935, 42.35518)"
May,presence,"c(-69.04739, 42.12872)"
May,presence,"c(-71.6896, 39.8185)"
May,presence,"c(-70.16567, 42.2665)"
May,presence,"c(-69.41314, 41.3788)"
May,presence,"c(-72.21521, 40.77517)"
May,presence,"c(-68.58444, 42.21843)"
May,presence,"c(-71.6012, 39.874)"
May,presence,"c(-69.42165, 41.60526)"
May,presence,"c(-71.8736, 39.6663)"
May,presence,"c(-70.10483, 43.15066)"
May,presence,"c(-67.93678, 42.52149)"
May,presence,"c(-69.18358, 41.65184)"
May,presence,"c(-69.41812, 41.64839)"
May,presence,"c(-71.31638, 40.08957)"
May,presence,"c(-72.7821, 38.9909)"
May,presence,"c(-67.569603, 40.256062)"
May,presence,"c(-68.43147, 41.82152)"
May,presence,"c(-72.0816, 40.6122)"
May,presence,"c(-71.0379, 39.9836)"
May,presence,"c(-71.3726, 40.262)"
May,presence,"c(-68.68197, 42.20907)"
May,presence,"c(-69.30924, 41.29091)"
May,presence,"c(-69.36339, 42.6233)"
May,presence,"c(-71.89667, 40.60433)"
May,presence,"c(-71.7922, 39.4419)"
May,presence,"c(-66.4, 41.333)"
May,presence,"c(-68.92099, 42.18242)"
May,presence,"c(-69.65784, 41.61374)"
May,presence,"c(-69.27494, 41.72839)"
May,presence,"c(-73.0828, 40.3148)"
May,presence,"c(-67.94712, 42.84923)"
May,presence,"c(-68.97267, 43.08198)"
May,presence,"c(-68.47457, 41.65345)"
May,presence,"c(-68.87225, 41.7108)"
May,presence,"c(-69.20823, 41.38991)"
May,presence,"c(-69.30811, 42.59015)"
May,presence,"c(-69.05116, 41.89968)"
May,presence,"c(-69.6775, 41.66623)"
May,presence,"c(-68.606, 41.61657)"
May,presence,"c(-72.6052, 39.3171)"
May,presence,"c(-68.44136, 41.76917)"
May,presence,"c(-68.99146, 42.06288)"
May,presence,"c(-69.15627, 41.37801)"
May,presence,"c(-71.1309, 39.9023)"
May,presence,"c(-68.63655, 42.48612)"
May,presence,"c(-68.57067, 41.92467)"
May,presence,"c(-71.5368, 39.7214)"
May,presence,"c(-71.6051, 39.583)"
May,presence,"c(-69.82259, 42.51984)"
May,presence,"c(-68.87588, 42.77425)"
May,presence,"c(-69.01814, 42.04297)"
May,presence,"c(-71.8474, 39.2666)"
May,presence,"c(-72.326642, 39.201147)"
May,presence,"c(-70.43789, 42.10332)"
May,presence,"c(-70.15, 40.4)"
May,presence,"c(-71.472724, 39.905837)"
May,presence,"c(-70.985512, 40.500298)"
May,presence,"c(-72.261431, 39.156625)"
May,presence,"c(-68.79801, 41.81719)"
May,presence,"c(-69.32969, 41.60854)"
May,presence,"c(-68.47528, 40.45235)"
May,presence,"c(-68.71133, 42.39533)"
May,presence,"c(-68.74257, 42.01392)"
May,presence,"c(-69.01895, 42.26978)"
May,presence,"c(-71.247728, 40.207797)"
May,presence,"c(-68.9035, 41.94533)"
May,presence,"c(-69.28927, 41.3545)"
May,presence,"c(-69.6643, 42.84665)"
May,presence,"c(-69.00333, 41.77167)"
May,presence,"c(-68.74876, 42.31082)"
May,presence,"c(-71.8591, 39.9571)"
May,presence,"c(-71.568304, 39.745267)"
May,presence,"c(-72.0418, 40.5042)"
May,presence,"c(-68.62103, 41.74054)"
May,presence,"c(-69.44381, 42.06604)"
May,presence,"c(-71.812, 39.506)"
May,presence,"c(-69.07576, 41.69833)"
May,presence,"c(-67.78405, 42.59497)"
May,presence,"c(-66.75, 40.467)"
May,presence,"c(-70.1, 40.45)"
May,presence,"c(-68.92655, 43.07871)"
May,presence,"c(-68.74417, 41.5)"
May,presence,"c(-68.83903, 41.94235)"
May,presence,"c(-72.033, 40.083)"
May,presence,"c(-69.57841, 43.05525)"
May,presence,"c(-70.6604, 39.9238)"
May,presence,"c(-68.9024, 42.05111)"
May,presence,"c(-69.867, 40.1)"
May,presence,"c(-68.88195, 42.42119)"
May,presence,"c(-67.91834, 43.62085)"
May,presence,"c(-72.2163, 40.7118)"
May,presence,"c(-68.66033, 41.68783)"
May,presence,"c(-67.55306, 42.64931)"
May,presence,"c(-70.04539, 42.50635)"
May,presence,"c(-72.10529, 40.8197)"
May,presence,"c(-69.04305, 42.70778)"
May,presence,"c(-70.75442, 41.1538)"
May,presence,"c(-70.75059, 41.04964)"
May,presence,"c(-69.51945, 42.34448)"
May,presence,"c(-69.7925, 42.01833)"
May,presence,"c(-69.07718, 41.71789)"
May,presence,"c(-69.739716, 41.919571)"
May,presence,"c(-71.7328, 40.6154)"
May,presence,"c(-69.04918, 41.27765)"
May,presence,"c(-69.316, 41.65083)"
May,presence,"c(-69.04811, 42.30302)"
May,presence,"c(-70.00283, 42.5645)"
May,presence,"c(-71.9272, 39.8228)"
May,presence,"c(-68.99379, 42.03911)"
May,presence,"c(-67.03083, 42.24417)"
May,presence,"c(-65.417, 41.767)"
May,presence,"c(-70.80906, 40.89785)"
May,presence,"c(-68.67343, 42.17582)"
May,presence,"c(-69.46941, 42.87038)"
May,presence,"c(-68.55822, 41.67251)"
May,presence,"c(-69.690544, 43.125523)"
May,presence,"c(-70.35, 40.483)"
May,presence,"c(-69.17973, 42.51177)"
May,presence,"c(-69.14101, 41.41953)"
May,presence,"c(-69.45867, 41.66283)"
May,presence,"c(-68.03296, 43.3459)"
May,presence,"c(-71.90307, 40.821)"
May,presence,"c(-71.9439, 39.5365)"
May,presence,"c(-71.0983, 40.96258)"
May,presence,"c(-68.90986, 42.57523)"
May,presence,"c(-69.66035, 42.25273)"
May,presence,"c(-68.87012, 41.44522)"
May,presence,"c(-65.533, 41.983)"
May,presence,"c(-71.5318, 39.9605)"
May,presence,"c(-70.545553, 40.737631)"
May,presence,"c(-67.3, 40.333)"
May,presence,"c(-69.48967, 41.97386)"
May,presence,"c(-69.88629, 41.81574)"
May,presence,"c(-69.65454, 42.57963)"
May,presence,"c(-69.45549, 42.78298)"
May,presence,"c(-69.32474, 43.06801)"
May,presence,"c(-71.7781, 39.3975)"
May,presence,"c(-69.0043, 41.30776)"
May,presence,"c(-70.33746, 42.1708)"
May,presence,"c(-71.5442, 39.7535)"
May,presence,"c(-69.74061, 41.76963)"
May,presence,"c(-69.173256, 43.890488)"
May,presence,"c(-69.90267, 42.23417)"
May,presence,"c(-68.23327, 43.29695)"
May,presence,"c(-69.652, 41.00367)"
May,presence,"c(-69.40781, 42.0283)"
May,presence,"c(-71.5073, 39.8833)"
May,presence,"c(-68.54437, 42.36565)"
May,presence,"c(-72.2999, 39.2876)"
May,presence,"c(-70.4578, 40.8745)"
May,presence,"c(-69.77096, 41.92207)"
May,presence,"c(-73.254, 39.961)"
May,presence,"c(-67.497192, 40.226654)"
May,presence,"c(-72.2807, 39.7945)"
May,presence,"c(-71.326482, 40.029602)"
May,presence,"c(-69.48432, 41.73587)"
May,presence,"c(-71.80191, 39.993578)"
May,presence,"c(-67.640572, 40.28553)"
May,presence,"c(-72.4306, 40.1833)"
May,presence,"c(-68.667984, 41.953789)"
May,presence,"c(-68.568916, 41.099968)"
May,presence,"c(-68.851082, 43.289097)"
May,presence,"c(-68.01357, 43.50789)"
May,presence,"c(-69.45457, 42.66741)"
May,presence,"c(-68.73434, 41.66134)"
May,presence,"c(-69.93964, 42.29669)"
May,presence,"c(-71.9857, 39.335)"
May,presence,"c(-72.05355, 39.198804)"
May,presence,"c(-71.284943, 40.500595)"
May,presence,"c(-71.567, 40.283)"
May,presence,"c(-69.24495, 41.81572)"
May,presence,"c(-70.28233, 41.97433)"
May,presence,"c(-69.10417, 42.60759)"
May,presence,"c(-71.30961, 39.994811)"
May,presence,"c(-69.78403, 42.09722)"
May,presence,"c(-71.999769, 39.944373)"
May,presence,"c(-69.81805, 42.45441)"
May,presence,"c(-70.12649, 43.2908)"
May,presence,"c(-68.8265, 42.546)"
May,presence,"c(-68.94626, 42.17172)"
May,presence,"c(-69.02581, 41.58644)"
May,presence,"c(-68.95195, 42.34566)"
May,presence,"c(-69.269516, 43.264496)"
May,presence,"c(-70.198, 41.96217)"
May,presence,"c(-69.42562, 41.12213)"
May,presence,"c(-68.65283, 41.49083)"
May,presence,"c(-71.9866, 40.6296)"
May,presence,"c(-69.02615, 41.45388)"
May,presence,"c(-69.291596, 41.91853)"
May,presence,"c(-68.63327, 43.4198)"
May,presence,"c(-69.31407, 42.3058)"
May,presence,"c(-69.62093, 42.71264)"
May,presence,"c(-67.267, 40.317)"
May,presence,"c(-69.18598, 41.9178)"
May,presence,"c(-68.66981, 42.0454)"
May,presence,"c(-69.67048, 41.35334)"
May,presence,"c(-73.433, 39.05)"
May,presence,"c(-70.667, 40.8)"
May,presence,"c(-71.7514, 39.6576)"
May,presence,"c(-68.75217, 41.72783)"
May,presence,"c(-71.43789, 41.16348)"
May,presence,"c(-67.60233, 42.14967)"
May,presence,"c(-69.03017, 40.54383)"
May,presence,"c(-69.40956, 41.28665)"
May,presence,"c(-69.68914, 42.65574)"
May,presence,"c(-68.84927, 42.79988)"
May,presence,"c(-69.81132, 42.77168)"
May,presence,"c(-72.301369, 40.261427)"
May,presence,"c(-69.24498, 41.62538)"
May,presence,"c(-69.29871, 42.62336)"
May,presence,"c(-70.317, 40.533)"
May,presence,"c(-69.61399, 42.50344)"
May,presence,"c(-68.43653, 41.81888)"
May,presence,"c(-68.76346, 41.98747)"
May,presence,"c(-67.778046, 40.343132)"
May,presence,"c(-67.6625, 43.61692)"
May,presence,"c(-71.50343, 41.1294)"
May,presence,"c(-70.867, 40.967)"
May,presence,"c(-71.277566, 39.968713)"
May,presence,"c(-69.13027, 42.33132)"
May,presence,"c(-67.723778, 40.320705)"
May,presence,"c(-69.51911, 41.13932)"
May,presence,"c(-71.5459, 39.9905)"
May,presence,"c(-70.296578, 43.4482)"
May,presence,"c(-70.30157, 40.95483)"
May,presence,"c(-68.99335, 41.46816)"
May,presence,"c(-70.133, 42.942)"
May,presence,"c(-72.4941, 39.5443)"
May,presence,"c(-68.39783, 40.76367)"
May,presence,"c(-72.1073, 39.984)"
May,presence,"c(-68.40084, 41.51324)"
May,presence,"c(-72.8504, 38.9057)"
May,presence,"c(-72.0531, 39.7244)"
May,presence,"c(-69.01878, 42.6866)"
May,presence,"c(-69.58755, 41.95121)"
May,presence,"c(-69.72115, 42.16027)"
