month,class,geometry
Jun,presence,"c(-67.36647, 44.15618)"
Jun,presence,"c(-67.36487, 44.35078)"
Jun,presence,"c(-68.44003, 43.449)"
Jun,presence,"c(-70.24692, 42.9615)"
Jun,presence,"c(-69.9, 43.367)"
Jun,presence,"c(-69.98947, 40.85653)"
Jun,presence,"c(-70.44535, 39.79731)"
Jun,presence,"c(-68.72533, 41.57867)"
Jun,presence,"c(-70.16368, 43.44941)"
Jun,presence,"c(-71.212172, 40.424928)"
Jun,presence,"c(-69.183, 43.733)"
Jun,presence,"c(-66.841896, 42.167515)"
Jun,presence,"c(-70.94247, 41.13882)"
Jun,presence,"c(-71.739492, 40.719293)"
Jun,presence,"c(-69.30817, 40.88388)"
Jun,presence,"c(-68.65158, 42.79183)"
Jun,presence,"c(-66.58574, 40.92873)"
Jun,presence,"c(-71.33807, 39.90716)"
Jun,presence,"c(-71.1, 40.45)"
Jun,presence,"c(-66.09367, 42.59767)"
Jun,presence,"c(-68.63186, 43.18911)"
Jun,background,"c(-69.2977530700264, 41.5121381860992)"
Jun,background,"c(-69.4622806185367, 43.1574136712022)"
Jun,background,"c(-68.8041704244955, 41.9234570573749)"
Jun,background,"c(-72.5883040402324, 39.4555438297204)"
Jun,background,"c(-68.6396428759852, 41.5121381860992)"
Jun,background,"c(-70.6139734581088, 42.3347759286507)"
Jun,background,"c(-68.1460602304543, 43.6509963167331)"
Jun,background,"c(-69.5445443927918, 43.4042049939677)"
Jun,background,"c(-69.9558632640676, 42.4170397029058)"
Jun,background,"c(-68.9686979730058, 43.1574136712022)"
Jun,background,"c(-69.4622806185367, 41.5121381860992)"
Jun,background,"c(-68.9686979730058, 41.1830830890786)"
Jun,background,"c(-69.5445443927918, 43.6509963167331)"
Jun,background,"c(-69.0509617472609, 41.8411932831198)"
Jun,background,"c(-67.8170051334337, 43.1574136712022)"
Jun,background,"c(-69.1332255215161, 41.6766657346095)"
Jun,background,"c(-67.4056862621579, 44.144578962264)"
Jun,background,"c(-72.341512717467, 39.3732800554653)"
Jun,background,"c(-69.1332255215161, 42.5815672514161)"
Jun,background,"c(-67.8170051334337, 42.7460947999264)"
Jun,background,"c(-68.1460602304543, 43.8155238652434)"
Jun,background,"c(-72.2592489432118, 39.4555438297204)"
Jun,background,"c(-69.2154892957712, 41.3476106375889)"
Jun,background,"c(-68.2283240047094, 41.6766657346095)"
Jun,background,"c(-69.4622806185367, 41.1830830890786)"
Jun,background,"c(-70.202654586833, 42.0057208316301)"
Jun,background,"c(-68.6396428759852, 42.1702483801404)"
Jun,background,"c(-68.1460602304543, 42.0879846058852)"
Jun,background,"c(-71.7656662976809, 40.6895004435477)"
Jun,background,"c(-69.5445443927918, 43.2396774454574)"
Jun,background,"c(-68.3105877789646, 42.0879846058852)"
Jun,background,"c(-68.3928515532197, 42.0879846058852)"
Jun,background,"c(-67.5702138106682, 42.5815672514161)"
Jun,background,"c(-71.6011387491706, 40.6072366692925)"
Jun,background,"c(-68.7219066502403, 42.2525121543955)"
Jun,background,"c(-68.7219066502403, 41.8411932831198)"
Jun,background,"c(-70.4494459095985, 40.7717642178028)"
Jun,background,"c(-68.9686979730058, 42.7460947999264)"
Jun,background,"c(-70.2849183610882, 42.8283585741816)"
Jun,background,"c(-69.5445443927918, 42.9106223484367)"
Jun,background,"c(-69.0509617472609, 42.1702483801404)"
Jun,background,"c(-69.4622806185367, 42.3347759286507)"
Jun,background,"c(-68.3105877789646, 42.4170397029058)"
Jun,background,"c(-67.2411587136476, 41.2653468633337)"
Jun,background,"c(-70.0381270383227, 42.8283585741816)"
Jun,background,"c(-72.2592489432118, 40.4427091207822)"
Jun,background,"c(-72.341512717467, 39.4555438297204)"
Jun,background,"c(-68.3105877789646, 42.2525121543955)"
Jun,background,"c(-69.626808167047, 41.8411932831198)"
Jun,background,"c(-68.55737910173, 41.6766657346095)"
Jun,background,"c(-68.8041704244955, 42.1702483801404)"
Jun,background,"c(-69.7090719413021, 41.8411932831198)"
Jun,background,"c(-69.9558632640676, 41.8411932831198)"
Jun,background,"c(-69.626808167047, 42.6638310256713)"
Jun,background,"c(-69.5445443927918, 41.9234570573749)"
Jun,background,"c(-67.8992689076888, 43.4042049939677)"
Jun,background,"c(-70.5317096838536, 42.6638310256713)"
Jun,background,"c(-69.9558632640676, 42.5815672514161)"
Jun,background,"c(-68.4751153274749, 41.8411932831198)"
Jun,background,"c(-69.1332255215161, 41.2653468633337)"
Jun,background,"c(-69.2154892957712, 41.7589295088646)"
Jun,background,"c(-69.0509617472609, 41.6766657346095)"
Jun,background,"c(-69.9558632640676, 43.0751498969471)"
Jun,background,"c(-69.2977530700264, 43.0751498969471)"
Jun,background,"c(-69.2154892957712, 42.0057208316301)"
Jun,background,"c(-68.9686979730058, 42.499303477161)"
Jun,background,"c(-70.0381270383227, 42.499303477161)"
Jun,background,"c(-69.9558632640676, 40.7717642178028)"
Jun,background,"c(-68.4751153274749, 43.4042049939677)"
Jun,background,"c(-68.9686979730058, 42.1702483801404)"
Jun,background,"c(-68.6396428759852, 42.2525121543955)"
Jun,background,"c(-68.7219066502403, 41.9234570573749)"
Jun,background,"c(-70.1203908125779, 40.6895004435477)"
Jun,background,"c(-67.7347413591785, 43.9800514137537)"
Jun,background,"c(-69.9558632640676, 42.0057208316301)"
Jun,background,"c(-69.3800168442815, 41.9234570573749)"
Jun,background,"c(-73.0818866857633, 38.8796974099344)"
Jun,background,"c(-69.0509617472609, 41.5944019603543)"
Jun,background,"c(-69.0509617472609, 40.5249728950374)"
Jun,background,"c(-69.626808167047, 41.7589295088646)"
Jun,background,"c(-69.4622806185367, 43.0751498969471)"
Jun,background,"c(-72.8350953629979, 39.208752506955)"
Jun,background,"c(-66.8298398423719, 44.9672167048155)"
Jun,background,"c(-69.5445443927918, 42.9928861226919)"
Jun,background,"c(-67.2411587136476, 44.3091065107743)"
Jun,background,"c(-68.0637964561991, 42.1702483801404)"
Jun,background,"c(-68.9686979730058, 43.3219412197125)"
Jun,background,"c(-68.55737910173, 43.4042049939677)"
Jun,background,"c(-69.2154892957712, 41.5121381860992)"
Jun,background,"c(-68.7219066502403, 42.9928861226919)"
Jun,background,"c(-69.626808167047, 42.8283585741816)"
Jun,background,"c(-69.2977530700264, 42.3347759286507)"
Jun,background,"c(-71.1075561036397, 39.784598926741)"
Jun,background,"c(-69.626808167047, 41.5944019603543)"
Jun,background,"c(-69.1332255215161, 42.9928861226919)"
Jun,background,"c(-67.2411587136476, 42.3347759286507)"
Jun,background,"c(-69.9558632640676, 42.1702483801404)"
Jun,background,"c(-68.3928515532197, 42.2525121543955)"
Jun,background,"c(-66.7475760681167, 42.3347759286507)"
Jun,background,"c(-71.0252923293846, 40.6895004435477)"
Jun,background,"c(-69.3800168442815, 41.5944019603543)"
Jun,background,"c(-66.6653122938615, 45.0494804790707)"
Jun,background,"c(-69.2154892957712, 42.6638310256713)"
Jun,background,"c(-72.4237764917221, 39.5378076039756)"
Jun,background,"c(-68.6396428759852, 41.9234570573749)"
Jun,background,"c(-66.4185209710961, 44.8849529305604)"
Jun,background,"c(-72.5883040402324, 39.5378076039756)"
Jun,background,"c(-70.202654586833, 43.1574136712022)"
Jun,background,"c(-72.2592489432118, 40.1959177980168)"
Jun,background,"c(-72.5060402659773, 39.3732800554653)"
Jun,background,"c(-67.1588949393925, 40.854027992058)"
Jun,background,"c(-71.27208365215, 39.9491264752513)"
Jun,background,"c(-69.0509617472609, 41.1830830890786)"
Jun,background,"c(-67.981532681944, 41.9234570573749)"
Jun,background,"c(-69.0509617472609, 41.429874411844)"
Jun,background,"c(-69.2154892957712, 43.2396774454574)"
Jun,background,"c(-69.1332255215161, 41.1830830890786)"
Jun,background,"c(-70.4494459095985, 41.1008193148234)"
Jun,background,"c(-69.626808167047, 42.0057208316301)"
Jun,background,"c(-69.2154892957712, 41.5944019603543)"
Jun,background,"c(-71.1898198778948, 40.6072366692925)"
Jun,background,"c(-70.1203908125779, 41.1008193148234)"
Jun,background,"c(-71.9301938461912, 40.1136540237616)"
Jun,background,"c(-70.5317096838536, 40.7717642178028)"
Jun,background,"c(-68.4751153274749, 42.4170397029058)"
Jun,background,"c(-70.5317096838536, 40.9362917663131)"
Jun,background,"c(-69.3800168442815, 43.2396774454574)"
Jun,background,"c(-67.7347413591785, 42.1702483801404)"
Jun,background,"c(-70.6139734581088, 40.7717642178028)"
Jun,background,"c(-68.7219066502403, 41.429874411844)"
Jun,background,"c(-69.0509617472609, 42.2525121543955)"
Jun,background,"c(-69.7913357155573, 42.5815672514161)"
Jun,background,"c(-68.55737910173, 43.4864687682228)"
Jun,background,"c(-69.3800168442815, 41.429874411844)"
Jun,background,"c(-68.7219066502403, 42.3347759286507)"
Jun,background,"c(-72.0947213947015, 40.6895004435477)"
Jun,background,"c(-72.4237764917221, 39.6200713782307)"
Jun,background,"c(-67.7347413591785, 43.7332600909883)"
Jun,background,"c(-68.55737910173, 42.0879846058852)"
Jun,background,"c(-70.0381270383227, 42.5815672514161)"
Jun,background,"c(-68.6396428759852, 41.6766657346095)"
Jun,background,"c(-68.4751153274749, 41.9234570573749)"
Jun,background,"c(-69.2977530700264, 41.3476106375889)"
Jun,background,"c(-71.4366112006603, 39.8668627009962)"
Jun,background,"c(-69.2977530700264, 41.2653468633337)"
Jun,background,"c(-71.1075561036397, 40.4427091207822)"
Jun,background,"c(-70.1203908125779, 43.0751498969471)"
Jun,background,"c(-68.1460602304543, 43.4864687682228)"
Jun,background,"c(-69.2977530700264, 42.5815672514161)"
Jun,background,"c(-68.3928515532197, 42.3347759286507)"
Jun,background,"c(-69.3800168442815, 42.0057208316301)"
Jun,background,"c(-71.7656662976809, 39.9491264752513)"
Jun,background,"c(-69.7090719413021, 43.568732542478)"
Jun,background,"c(-72.2592489432118, 39.7023351524859)"
Jun,background,"c(-71.7656662976809, 39.6200713782307)"
Jun,background,"c(-68.4751153274749, 41.7589295088646)"
Jun,background,"c(-69.7913357155573, 41.5121381860992)"
Jun,background,"c(-68.0637964561991, 43.9800514137537)"
Jun,background,"c(-72.0124576204464, 39.7023351524859)"
Jun,background,"c(-68.9686979730058, 41.1008193148234)"
Jun,background,"c(-71.7656662976809, 40.2781815722719)"
Jun,background,"c(-69.5445443927918, 41.7589295088646)"
Jun,background,"c(-71.4366112006603, 40.3604453465271)"
Jun,background,"c(-70.6139734581088, 42.8283585741816)"
Jun,background,"c(-69.1332255215161, 42.7460947999264)"
Jun,background,"c(-68.55737910173, 42.4170397029058)"
Jun,background,"c(-71.5188749749155, 39.7023351524859)"
Jun,background,"c(-70.5317096838536, 42.9928861226919)"
Jun,background,"c(-67.4056862621579, 42.0879846058852)"
Jun,background,"c(-69.0509617472609, 41.3476106375889)"
Jun,background,"c(-69.1332255215161, 41.8411932831198)"
Jun,background,"c(-67.3234224879028, 44.144578962264)"
Jun,background,"c(-67.8992689076888, 43.8155238652434)"
Jun,background,"c(-69.2977530700264, 41.8411932831198)"
Jun,background,"c(-71.1075561036397, 40.7717642178028)"
Jun,background,"c(-70.202654586833, 42.2525121543955)"
Jun,background,"c(-67.5702138106682, 44.144578962264)"
Jun,background,"c(-68.8864341987506, 42.5815672514161)"
Jun,background,"c(-69.2154892957712, 41.429874411844)"
Jun,background,"c(-72.0947213947015, 40.0313902495065)"
Jun,background,"c(-72.341512717467, 39.7023351524859)"
Jun,background,"c(-72.8350953629979, 38.9619611841895)"
Jun,background,"c(-70.7785010066191, 40.4427091207822)"
Jun,background,"c(-66.4185209710961, 41.3476106375889)"
Jun,background,"c(-69.2977530700264, 42.6638310256713)"
Jun,background,"c(-68.7219066502403, 43.4042049939677)"
Jun,background,"c(-72.4237764917221, 40.5249728950374)"
Jun,background,"c(-67.7347413591785, 42.4170397029058)"
Jun,background,"c(-68.8864341987506, 41.8411932831198)"
Jun,background,"c(-69.1332255215161, 41.429874411844)"
Jun,background,"c(-72.2592489432118, 39.8668627009962)"
Jun,background,"c(-68.9686979730058, 41.7589295088646)"
Jun,background,"c(-72.4237764917221, 39.3732800554653)"
Jun,background,"c(-68.9686979730058, 43.0751498969471)"
Jun,background,"c(-69.1332255215161, 43.1574136712022)"
Jun,background,"c(-68.8864341987506, 41.2653468633337)"
Jun,background,"c(-67.1588949393925, 44.3913702850295)"
Jun,background,"c(-70.1203908125779, 42.2525121543955)"
Jun,background,"c(-68.55737910173, 42.8283585741816)"
Jun,background,"c(-69.8735994898124, 42.4170397029058)"
Jun,background,"c(-70.8607647808742, 40.4427091207822)"
Jun,background,"c(-67.981532681944, 43.1574136712022)"
Jun,background,"c(-68.8041704244955, 42.0057208316301)"
Jun,background,"c(-68.8864341987506, 41.1830830890786)"
Jun,background,"c(-69.7913357155573, 41.8411932831198)"
Jun,background,"c(-68.8041704244955, 41.6766657346095)"
Jun,background,"c(-68.8864341987506, 41.5121381860992)"
Jun,background,"c(-69.4622806185367, 41.5944019603543)"
Jun,background,"c(-71.3543474264052, 40.5249728950374)"
Jun,background,"c(-69.4622806185367, 41.9234570573749)"
Jun,background,"c(-69.7090719413021, 41.7589295088646)"
Jun,background,"c(-69.9558632640676, 42.499303477161)"
Jun,background,"c(-71.7656662976809, 39.4555438297204)"
Jun,background,"c(-68.3105877789646, 43.2396774454574)"
Jun,background,"c(-69.0509617472609, 41.2653468633337)"
Jun,background,"c(-69.7090719413021, 41.5121381860992)"
Jun,background,"c(-68.9686979730058, 42.0879846058852)"
Jun,background,"c(-72.9996229115082, 39.8668627009962)"
Jun,background,"c(-72.4237764917221, 40.6895004435477)"
Jun,background,"c(-69.3800168442815, 41.3476106375889)"
Jun,background,"c(-68.55737910173, 41.9234570573749)"
Jun,background,"c(-71.8479300719361, 39.9491264752513)"
Jun,background,"c(-72.0947213947015, 39.9491264752513)"
Jun,background,"c(-68.7219066502403, 43.4864687682228)"
Jun,background,"c(-69.0509617472609, 43.4042049939677)"
Jun,background,"c(-69.3800168442815, 41.7589295088646)"
Jun,background,"c(-68.1460602304543, 43.568732542478)"
Jun,background,"c(-71.27208365215, 40.1136540237616)"
Jun,background,"c(-70.4494459095985, 40.854027992058)"
Jun,background,"c(-68.3928515532197, 41.9234570573749)"
Jun,background,"c(-68.1460602304543, 41.1830830890786)"
Jun,background,"c(-68.8864341987506, 43.0751498969471)"
Jun,background,"c(-69.8735994898124, 42.1702483801404)"
Jun,background,"c(-71.7656662976809, 39.7023351524859)"
Jun,background,"c(-68.9686979730058, 42.8283585741816)"
Jun,background,"c(-71.1898198778948, 40.6895004435477)"
Jun,background,"c(-69.2977530700264, 42.1702483801404)"
Jun,background,"c(-68.6396428759852, 42.0057208316301)"
Jun,background,"c(-69.0509617472609, 41.5121381860992)"
Jun,background,"c(-67.3234224879028, 44.2268427365192)"
Jun,background,"c(-69.0509617472609, 42.0879846058852)"
Jun,background,"c(-66.5007847453512, 44.5558978335398)"
Jun,background,"c(-68.3105877789646, 42.0057208316301)"
Jun,background,"c(-67.4056862621579, 42.4170397029058)"
Jun,background,"c(-70.9430285551294, 39.6200713782307)"
Jun,background,"c(-69.2977530700264, 41.429874411844)"
Jun,background,"c(-71.6011387491706, 40.4427091207822)"
Jun,background,"c(-70.202654586833, 40.6895004435477)"
Jun,background,"c(-67.1588949393925, 43.9800514137537)"
Jun,background,"c(-68.55737910173, 42.1702483801404)"
Jun,background,"c(-70.5317096838536, 41.0185555405683)"
Jun,background,"c(-69.0509617472609, 42.3347759286507)"
Jun,background,"c(-68.9686979730058, 43.4864687682228)"
Jun,background,"c(-68.8041704244955, 41.5944019603543)"
Jun,background,"c(-69.7913357155573, 41.5944019603543)"
Jun,background,"c(-68.4751153274749, 43.3219412197125)"
Jun,background,"c(-67.6524775849234, 43.4042049939677)"
Jun,background,"c(-67.5702138106682, 43.9800514137537)"
Jun,background,"c(-66.8298398423719, 42.2525121543955)"
Jun,background,"c(-69.5445443927918, 42.0057208316301)"
Jun,background,"c(-68.7219066502403, 41.5121381860992)"
Jun,background,"c(-72.2592489432118, 40.3604453465271)"
Jun,background,"c(-69.2154892957712, 42.9106223484367)"
Jun,background,"c(-69.7090719413021, 42.8283585741816)"
Jun,background,"c(-71.5188749749155, 39.9491264752513)"
Jun,background,"c(-68.3928515532197, 41.6766657346095)"
Jun,background,"c(-72.5060402659773, 39.5378076039756)"
Jun,background,"c(-69.1332255215161, 43.568732542478)"
Jun,background,"c(-72.0947213947015, 40.7717642178028)"
Jun,background,"c(-69.1332255215161, 42.2525121543955)"
Jun,background,"c(-72.1769851689567, 39.4555438297204)"
Jun,background,"c(-68.7219066502403, 42.1702483801404)"
Jun,background,"c(-68.7219066502403, 41.1830830890786)"
Jun,background,"c(-69.5445443927918, 41.2653468633337)"
Jun,background,"c(-72.1769851689567, 40.7717642178028)"
Jun,background,"c(-69.7913357155573, 42.9106223484367)"
Jun,background,"c(-69.2977530700264, 41.6766657346095)"
Jun,background,"c(-69.5445443927918, 41.6766657346095)"
Jun,background,"c(-69.9558632640676, 42.0879846058852)"
Jun,background,"c(-67.8992689076888, 42.1702483801404)"
Jun,background,"c(-69.7913357155573, 43.3219412197125)"
Jun,background,"c(-67.8170051334337, 42.4170397029058)"
Jun,background,"c(-70.2849183610882, 42.6638310256713)"
Jun,background,"c(-69.1332255215161, 41.1008193148234)"
Jun,background,"c(-71.1075561036397, 41.1008193148234)"
Jun,background,"c(-69.626808167047, 43.2396774454574)"
Jun,background,"c(-72.2592489432118, 39.784598926741)"
Jun,background,"c(-69.0509617472609, 43.0751498969471)"
Jun,background,"c(-68.8864341987506, 41.9234570573749)"
Jun,background,"c(-69.9558632640676, 42.8283585741816)"
Jun,background,"c(-68.8041704244955, 43.2396774454574)"
Jun,background,"c(-68.4751153274749, 42.2525121543955)"
Jun,background,"c(-68.4751153274749, 43.2396774454574)"
Jun,background,"c(-67.8992689076888, 42.9106223484367)"
Jun,background,"c(-71.5188749749155, 40.3604453465271)"
Jun,background,"c(-68.3105877789646, 41.5944019603543)"
Jun,background,"c(-67.4879500364131, 42.499303477161)"
Jun,background,"c(-68.7219066502403, 42.0057208316301)"
Jun,background,"c(-69.3800168442815, 41.6766657346095)"
Jun,background,"c(-68.1460602304543, 42.6638310256713)"
Jun,background,"c(-71.8479300719361, 40.4427091207822)"
Jun,background,"c(-68.4751153274749, 43.1574136712022)"
Jun,background,"c(-72.0947213947015, 40.6072366692925)"
Jun,background,"c(-72.917359137253, 39.2910162812101)"
Jun,background,"c(-72.341512717467, 39.6200713782307)"
Jun,background,"c(-69.1332255215161, 41.5944019603543)"
Jun,background,"c(-68.8041704244955, 41.2653468633337)"
Jun,background,"c(-73.3286780085288, 40.2781815722719)"
Jun,background,"c(-68.6396428759852, 41.5944019603543)"
Jun,background,"c(-71.8479300719361, 39.7023351524859)"
Jun,background,"c(-68.3105877789646, 41.9234570573749)"
Jun,background,"c(-69.4622806185367, 42.9106223484367)"
Jun,background,"c(-67.2411587136476, 43.4042049939677)"
Jun,background,"c(-70.1203908125779, 42.6638310256713)"
Jun,background,"c(-72.9996229115082, 39.3732800554653)"
Jun,background,"c(-68.6396428759852, 43.1574136712022)"
Jun,background,"c(-69.626808167047, 43.0751498969471)"
Jun,background,"c(-69.3800168442815, 41.5121381860992)"
Jun,background,"c(-68.55737910173, 41.1830830890786)"
Jun,background,"c(-68.8041704244955, 42.3347759286507)"
Jun,background,"c(-69.7913357155573, 42.6638310256713)"
Jun,background,"c(-69.8735994898124, 42.2525121543955)"
Jun,background,"c(-72.8350953629979, 38.8796974099344)"
Jun,background,"c(-67.3234224879028, 40.3604453465271)"
Jun,background,"c(-71.27208365215, 40.7717642178028)"
Jun,background,"c(-69.7913357155573, 42.0057208316301)"
Jun,background,"c(-67.8992689076888, 43.4864687682228)"
Jun,background,"c(-69.1332255215161, 42.0057208316301)"
Jun,background,"c(-67.7347413591785, 40.3604453465271)"
Jun,background,"c(-69.2154892957712, 42.4170397029058)"
Jun,background,"c(-70.1203908125779, 42.0057208316301)"
Jun,background,"c(-68.0637964561991, 43.4042049939677)"
Jun,background,"c(-68.55737910173, 41.8411932831198)"
Jun,background,"c(-67.5702138106682, 42.2525121543955)"
Jun,background,"c(-69.626808167047, 42.9106223484367)"
Jun,background,"c(-70.8607647808742, 40.6895004435477)"
Jun,background,"c(-70.3671821353433, 42.4170397029058)"
Jun,background,"c(-69.7090719413021, 43.4042049939677)"
Jun,background,"c(-70.0381270383227, 42.3347759286507)"
Jun,background,"c(-70.8607647808742, 39.784598926741)"
Jun,background,"c(-68.9686979730058, 42.4170397029058)"
Jun,background,"c(-71.6011387491706, 39.6200713782307)"
Jun,background,"c(-70.4494459095985, 43.0751498969471)"
Jun,background,"c(-71.1075561036397, 40.5249728950374)"
Jun,background,"c(-68.1460602304543, 42.1702483801404)"
Jun,background,"c(-67.5702138106682, 44.0623151880089)"
Jun,background,"c(-71.3543474264052, 39.8668627009962)"
Jun,background,"c(-69.0509617472609, 42.6638310256713)"
Jun,background,"c(-68.2283240047094, 42.0057208316301)"
Jun,background,"c(-67.7347413591785, 42.0057208316301)"
Jun,background,"c(-68.8864341987506, 42.2525121543955)"
Jun,background,"c(-68.3928515532197, 41.7589295088646)"
Jun,background,"c(-71.1075561036397, 40.0313902495065)"
Jun,background,"c(-72.6705678144876, 39.9491264752513)"
Jun,background,"c(-67.5702138106682, 43.0751498969471)"
Jun,background,"c(-67.981532681944, 42.0057208316301)"
Jun,background,"c(-72.0124576204464, 40.6072366692925)"
Jun,background,"c(-69.2154892957712, 41.1830830890786)"
Jun,background,"c(-68.8041704244955, 39.9491264752513)"
Jun,background,"c(-67.7347413591785, 43.8977876394986)"
Jun,background,"c(-66.5007847453512, 44.8849529305604)"
Jun,background,"c(-67.4056862621579, 40.3604453465271)"
Jun,background,"c(-68.3105877789646, 43.568732542478)"
Jun,background,"c(-69.9558632640676, 42.7460947999264)"
Jun,background,"c(-71.5188749749155, 40.0313902495065)"
Jun,background,"c(-69.4622806185367, 41.7589295088646)"
Jun,background,"c(-70.4494459095985, 42.3347759286507)"
Jun,background,"c(-70.6139734581088, 40.854027992058)"
Jun,background,"c(-68.0637964561991, 42.0057208316301)"
Jun,background,"c(-69.626808167047, 41.6766657346095)"
Jun,background,"c(-69.2977530700264, 41.5944019603543)"
Jun,background,"c(-72.0124576204464, 40.5249728950374)"
Jun,background,"c(-69.0509617472609, 42.9106223484367)"
Jun,background,"c(-69.4622806185367, 41.429874411844)"
Jun,background,"c(-68.2283240047094, 43.2396774454574)"
Jun,background,"c(-69.2154892957712, 41.9234570573749)"
Jun,background,"c(-69.7913357155573, 43.1574136712022)"
Jun,background,"c(-68.6396428759852, 43.7332600909883)"
Jun,background,"c(-71.0252923293846, 41.0185555405683)"
Jun,background,"c(-66.4185209710961, 44.5558978335398)"
Jun,background,"c(-72.0124576204464, 40.2781815722719)"
Jun,background,"c(-71.9301938461912, 40.7717642178028)"
Jun,background,"c(-69.7090719413021, 42.9928861226919)"
Jun,background,"c(-69.3800168442815, 42.5815672514161)"
Jun,background,"c(-68.0637964561991, 43.7332600909883)"
Jun,background,"c(-70.1203908125779, 42.3347759286507)"
Jun,background,"c(-68.9686979730058, 41.6766657346095)"
Jun,background,"c(-70.2849183610882, 40.5249728950374)"
Jun,background,"c(-68.8041704244955, 41.3476106375889)"
Jun,background,"c(-67.4879500364131, 44.2268427365192)"
Jun,background,"c(-71.1898198778948, 41.0185555405683)"
Jun,background,"c(-67.4879500364131, 43.9800514137537)"
Jun,background,"c(-68.2283240047094, 43.4864687682228)"
Jun,background,"c(-69.0509617472609, 42.4170397029058)"
Jun,background,"c(-69.7090719413021, 42.6638310256713)"
Jun,background,"c(-68.9686979730058, 42.2525121543955)"
Jun,background,"c(-68.3105877789646, 42.1702483801404)"
Jun,background,"c(-72.5883040402324, 38.9619611841895)"
Jun,background,"c(-72.1769851689567, 39.8668627009962)"
Jun,background,"c(-67.8170051334337, 42.0057208316301)"
Jun,background,"c(-69.2154892957712, 42.8283585741816)"
Jun,background,"c(-70.1203908125779, 42.7460947999264)"
Jun,background,"c(-70.7785010066191, 41.1008193148234)"
Jun,background,"c(-67.5702138106682, 44.2268427365192)"
Jun,background,"c(-68.6396428759852, 42.3347759286507)"
Jun,background,"c(-69.7913357155573, 42.499303477161)"
Jun,background,"c(-68.3105877789646, 42.3347759286507)"
Jun,background,"c(-68.6396428759852, 41.8411932831198)"
Jun,background,"c(-69.9558632640676, 42.2525121543955)"
Jun,background,"c(-68.9686979730058, 41.2653468633337)"
Jun,background,"c(-72.341512717467, 40.1959177980168)"
Jun,background,"c(-69.1332255215161, 42.0879846058852)"
Jun,background,"c(-68.8041704244955, 42.499303477161)"
Jun,background,"c(-69.0509617472609, 43.8155238652434)"
Jun,background,"c(-72.6705678144876, 39.208752506955)"
Jun,background,"c(-72.917359137253, 39.3732800554653)"
Jun,background,"c(-70.5317096838536, 42.2525121543955)"
Jun,background,"c(-68.3928515532197, 42.499303477161)"
Jun,background,"c(-66.5007847453512, 44.6381616077949)"
Jun,background,"c(-72.4237764917221, 39.0442249584447)"
Jun,background,"c(-69.8735994898124, 42.8283585741816)"
Jun,background,"c(-69.3800168442815, 41.8411932831198)"
Jun,background,"c(-69.4622806185367, 41.8411932831198)"
Jun,background,"c(-68.8041704244955, 41.5121381860992)"
Jun,background,"c(-68.8864341987506, 42.3347759286507)"
Jun,background,"c(-67.2411587136476, 44.3913702850295)"
Jun,background,"c(-69.7090719413021, 42.0057208316301)"
Jun,background,"c(-68.6396428759852, 43.2396774454574)"
Jun,background,"c(-68.3105877789646, 43.6509963167331)"
Jun,background,"c(-69.9558632640676, 42.9106223484367)"
Jun,background,"c(-67.8170051334337, 43.2396774454574)"
Jun,background,"c(-72.7528315887427, 39.1264887326998)"
Jun,background,"c(-69.2154892957712, 42.7460947999264)"
Jun,background,"c(-68.2283240047094, 42.1702483801404)"
Jun,background,"c(-71.0252923293846, 39.9491264752513)"
Jun,background,"c(-68.3928515532197, 41.5121381860992)"
Jun,background,"c(-70.5317096838536, 40.4427091207822)"
Jun,background,"c(-70.2849183610882, 41.0185555405683)"
Jun,background,"c(-69.1332255215161, 41.5121381860992)"
Jun,background,"c(-68.2283240047094, 42.3347759286507)"
Jun,background,"c(-68.3105877789646, 42.8283585741816)"
Jun,background,"c(-70.5317096838536, 42.8283585741816)"
Jun,background,"c(-69.5445443927918, 42.7460947999264)"
Jun,background,"c(-68.4751153274749, 42.3347759286507)"
Jun,background,"c(-69.5445443927918, 42.5815672514161)"
Jun,background,"c(-69.4622806185367, 42.5815672514161)"
Jun,background,"c(-69.8735994898124, 43.3219412197125)"
Jun,background,"c(-69.2154892957712, 43.6509963167331)"
Jun,background,"c(-67.0766311651373, 45.0494804790707)"
Jun,background,"c(-67.1588949393925, 42.2525121543955)"
Jun,background,"c(-71.3543474264052, 39.9491264752513)"
Jun,background,"c(-67.6524775849234, 42.6638310256713)"
Jun,background,"c(-66.5007847453512, 42.1702483801404)"
Jun,background,"c(-68.7219066502403, 42.0879846058852)"
Jun,background,"c(-68.8864341987506, 41.6766657346095)"
Jun,background,"c(-66.4185209710961, 44.6381616077949)"
Jun,background,"c(-69.2154892957712, 42.9928861226919)"
Jun,background,"c(-72.0124576204464, 39.784598926741)"
Jun,background,"c(-71.6011387491706, 39.7023351524859)"
Jun,background,"c(-68.3105877789646, 43.4864687682228)"
Jun,background,"c(-71.27208365215, 40.5249728950374)"
Jun,background,"c(-65.5136194542894, 42.9928861226919)"
Jun,background,"c(-71.8479300719361, 39.5378076039756)"
Jun,background,"c(-72.917359137253, 39.6200713782307)"
Jun,background,"c(-69.7913357155573, 42.3347759286507)"
Jun,background,"c(-68.3928515532197, 41.8411932831198)"
Jun,background,"c(-67.8170051334337, 42.5815672514161)"
